id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
6013,Mill Burn at Dirriebught House,9.22,267753.0,845238.0,57.47804,-4.20715,Mill Burn,Dirriebught House,11.2,SEPA-NW,234200,6,1998-09-11,,VA,8.62,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,1998-09-12,2021-09-30,0.181,0.014,2003-09-04,2003-10-01,3.425,1998-11-14,1998-11-14,0.044,0.101,0.144,0.332,0.433,0.73,8420,8401,99.774,,,,11.2,32.2,149.9,237.7,291.7,790,781,0.2336,0.0797,0.3457,0.1319,0.1845,0.1974,0.0774,0.3092,0.1466,0.2694,,1.0,,,0.3679,,0.6321,0.43,0.714,0.992,47.1,27.76,31.8,41.4,8.8,8.81,4.36,138,333,0.7,11.2,9.22,0.605,0.849,0.0842,0.0653,0.801,0.369,0.092,0.865,0.403,gdf;gmf;cmr;cdr;cdr-d
7001,Findhorn at Shenachie,415.6,282558.0,833548.0,57.37717,-3.95482,Findhorn,Shenachie,252.4,SEPA-NW,234306,7,1960-01-01,,VA,265.6,,15.3,true,true,true,true,false,false,true,true,true,true,true,false,true,N,1960-10-01,2021-09-30,14.012,0.938,2003-08-17,2003-08-17,270.8,1966-12-17,1966-12-17,2.043,4.828,7.925,31.8,47.54,0.35,22280,22280,100.0,1960-01-01,,276.025,251.3,340.0,559.7,761.0,935.3,1429,1217,0.0755,,0.1658,0.7432,,0.0766,0.0014,0.1413,0.7758,0.0012,,,1.0,,0.0157,0.4454,0.3896,0.68,0.451,0.982,138.9,55.84,39.4,56.9,10.3,50.96,25.6,560,24,0.11,251.4,415.59,0.625,0.763,0.0392,0.0002,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7002,Findhorn at Forres,781.9,301853.0,858387.0,57.60477,-3.64408,Findhorn,Forres,9.6,SEPA-NW,234221,7,1958-01-01,,VA,151.4,,16.0,true,true,true,true,false,false,false,true,false,true,true,false,true,N,1958-10-01,2021-09-30,19.72,1.752,1976-08-23,1976-08-23,612.0,1970-08-17,1970-08-17,3.365,7.217,11.62,43.58,62.81,0.39,23011,23011,100.0,1958-06-19,,356.202,10.7,230.5,408.5,725.5,935.3,1206,1065,0.1258,0.0044,0.1495,0.707,0.0001,0.1285,0.0064,0.1504,0.7058,0.0014,0.0147,,0.9853,,0.0799,0.348,0.4593,0.56,0.434,0.973,117.2,51.62,39.1,54.2,10.0,100.09,54.64,442,11,0.16,10.7,781.77,0.704,0.842,0.0483,0.0001,,,0.0001,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7003,Lossie at Sheriffmills,216.0,319402.0,862632.0,57.64637,-3.35193,Lossie,Sheriffmills,17.7,SEPA-NW,234307,7,1963-01-01,,VA,35.7,,10.6,true,true,true,true,false,true,false,true,true,true,true,true,true,P,1963-10-01,2021-09-30,2.707,0.357,1976-08-26,1976-08-26,115.2,2002-11-16,2002-11-16,0.745,1.248,1.729,5.156,7.549,0.54,21185,21185,100.0,1958-06-20,,43.433,18.1,42.3,196.2,326.0,521.7,890,833,0.4049,0.1002,0.2627,0.2224,0.0028,0.3868,0.0509,0.3504,0.2065,0.0032,0.1784,,0.8216,,0.2105,0.0154,0.724,0.42,0.577,0.979,79.1,34.65,37.5,48.1,9.1,39.56,18.73,192,3,0.34,18.1,216.66,0.679,0.685,0.0741,0.0003,,,0.0007,,,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7004,Nairn at Firhall,313.0,288238.0,855059.0,57.57173,-3.87026,Nairn,Firhall,7.2,SEPA-NW,234218,7,1979-01-01,,VA,61.5,,12.0,true,true,true,true,false,false,false,true,false,true,false,false,true,PN,1978-11-13,2021-09-30,5.551,0.466,1995-08-21,1995-08-21,227.4,1997-07-01,1997-07-01,0.898,2.051,3.312,12.1,17.5,0.45,15663,15663,100.0,1979-01-01,,98.575,8.8,87.3,259.3,521.0,803.1,1067,942,0.2768,0.0542,0.207,0.4309,0.0033,0.268,0.0744,0.2168,0.4123,0.0062,,0.3121,0.6879,,0.1494,0.2201,0.4626,0.5,0.587,0.923,102.7,41.25,35.7,48.3,9.5,58.04,30.39,290,347,0.31,8.8,304.96,0.787,0.821,0.0682,0.0007,,,0.0009,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7005,Divie at Dunphail,165.0,300541.0,848032.0,57.51151,-3.66179,Divie,Dunphail,117.3,SEPA-NW,234206,7,1982-01-01,,VA,50.4,,12.0,true,true,true,true,false,false,false,true,false,true,false,false,true,N,1977-02-14,2021-08-08,2.901,0.318,1995-08-21,1995-08-21,92.06,2002-11-15,2002-11-15,0.537,1.045,1.633,6.104,9.206,0.41,16247,15119,93.057,1982-11-01,,65.167,117.4,227.9,313.3,406.5,544.4,923,871,0.1142,0.0028,0.1087,0.7564,0.0001,0.0998,0.0053,0.142,0.7343,0.0012,,,1.0,,0.1386,0.2064,0.5313,0.48,0.352,0.925,77.4,50.31,38.1,50.4,9.5,28.11,13.99,316,336,0.22,117.4,164.62,0.542,0.968,0.0566,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7006,Lossie at Torwinny,20.0,313442.0,848903.0,57.52198,-3.44684,Lossie,Torwinny,198.5,SEPA-NW,234326,7,1986-01-01,2015-05-25,VA,,,15.2,true,false,false,false,false,false,false,false,false,false,false,false,false,N,1987-03-17,2015-09-30,0.372,0.073,1995-08-21,1995-08-21,9.754,2002-11-15,2002-11-15,0.109,0.164,0.225,0.722,1.104,0.47,10425,10402,99.779,,,,195.8,268.8,344.2,429.3,521.7,963,956,0.565,,0.1749,0.2576,,0.5612,,0.0318,0.4007,,,,1.0,,0.0271,,0.865,0.42,0.296,0.956,86.6,55.24,42.4,54.6,9.7,12.26,6.96,346,24,0.45,196.8,20.62,0.358,0.783,0.0372,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
7007,Black Burn at Monaughty,44.0,315474.0,858170.0,57.60558,-3.41616,Black Burn,Monaughty,49.0,SEPA-NW,234281,7,1990-04-01,2012-09-26,VA,,,11.0,true,false,false,false,false,false,false,false,false,false,false,false,false,P,1990-04-01,2012-09-26,0.477,0.06,1992-07-31,1992-08-01,12.92,2002-11-15,2002-11-15,0.101,0.22,0.321,0.873,1.32,0.58,8215,7112,86.573,,,,48.8,82.3,165.2,267.3,370.4,875,807,0.4813,0.1221,0.2763,0.1131,0.0042,0.4847,0.0644,0.3792,0.0702,0.0008,0.0288,,0.9712,,0.4034,,0.4881,0.42,0.654,0.983,106.7,27.3,35.9,46.6,9.0,16.31,8.42,169,4,0.4,48.8,43.18,0.418,0.838,0.0431,0.0001,,,0.0005,,,gdf;gmf;cmr;cdr;cdr-d
7008,Nairn at Balnafoich,128.1,268563.0,835166.0,57.38787,-4.18825,Nairn,Balnafoich,175.0,SEPA-NW,206846,7,1993-06-01,,VA,33.7,,19.0,true,true,false,true,false,false,false,true,false,false,false,false,false,,1993-06-01,2021-09-30,2.656,0.097,2000-10-02,2000-10-02,59.18,1997-07-01,1997-07-01,0.308,0.752,1.377,6.253,9.602,0.37,10349,10318,99.7,1993-10-01,,39.246,175.5,216.5,339.3,602.2,803.1,1205,1035,0.2174,0.0098,0.1691,0.5521,0.0001,0.2193,0.013,0.1962,0.5183,0.0025,,0.2079,0.7921,,0.0199,0.3147,0.3718,0.68,0.529,0.845,130.1,46.31,36.9,51.6,9.8,24.52,11.29,376,339,0.24,175.5,128.06,0.645,0.817,0.0585,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7009,Mosset Burn at Wardend Bridge,28.3,303930.0,855845.0,57.58239,-3.60834,Mosset Burn,Wardend Bridge,45.0,SEPA-NW,234331,7,1998-01-01,,VA,24.3,,85.0,true,false,false,false,false,false,false,true,false,false,false,false,false,N,1998-10-26,2021-09-30,0.32,0.006,2003-08-23,2003-08-24,12.81,2002-11-15,2002-11-15,0.053,0.122,0.194,0.641,0.947,0.49,8376,8376,100.0,,,,42.8,90.4,190.2,294.5,369.1,850,803,0.5013,0.0545,0.2158,0.2236,,0.514,0.0209,0.2985,0.166,0.0005,0.1914,,0.8086,,0.4937,0.0441,0.4476,0.42,0.606,0.998,61.3,33.74,37.7,48.8,9.2,13.4,8.03,192,332,0.54,43.3,28.3,0.494,0.731,0.0601,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
7010,Muckle Burn at Brodie,80.68,297947.0,857111.0,57.59245,-3.70888,Muckle Burn,Brodie,22.3,SEPA-NW,234173,7,2005-01-01,,VA,,,,true,true,true,true,false,false,false,true,false,false,false,false,false,,2005-01-01,2021-09-30,1.031,0.146,2006-07-17,2006-07-17,20.85,2009-09-04,2009-09-04,0.275,0.46,0.655,2.021,2.823,0.55,6117,6117,100.0,2005-11-01,,18.093,22.5,96.7,168.4,308.8,413.5,869,810,0.4361,0.0805,0.222,0.2573,,0.4226,0.0782,0.2595,0.2336,0.0021,0.0606,0.1901,0.7493,,0.5291,0.0973,0.3255,0.42,0.64,0.984,62.6,34.12,37.5,49.6,9.4,29.63,18.0,185,11,0.42,22.6,80.67,0.641,0.9,0.0651,0.0002,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7011,Black Burn at Pluscarden Abbey,36.37,314443.0,857510.0,57.59946,-3.43317,Black Burn,Pluscarden Abbey,53.9,SEPA-NW,486057,7,2012-06-07,,VA,,,,true,true,true,true,false,false,false,true,false,false,false,false,false,,2012-06-07,2021-09-30,0.365,0.055,2014-07-25,2014-07-25,12.03,2014-08-11,2014-08-11,0.102,0.184,0.261,0.666,0.924,0.65,3403,3402,99.971,2012-06-01,,5.205,54.8,86.2,164.6,262.9,370.4,873,808,0.4811,0.1105,0.2748,0.1261,0.005,0.4752,0.0643,0.3787,0.0806,0.0003,0.0111,,0.9889,,0.4366,,0.4384,0.42,0.661,0.98,111.5,27.08,35.9,46.8,9.0,14.81,7.94,168,8,0.33,54.9,36.38,0.4,0.867,0.0413,0.0001,,,0.0006,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
7012,Lossie at Ballachraggan,31.6,313174.0,849606.0,57.52824,-3.45157,Lossie,Ballachraggan,,SEPA-NW,516803,7,2015-05-27,,VA,,,,true,false,false,false,false,false,false,true,false,false,false,false,false,,2015-05-27,2021-09-30,0.508,0.116,2018-07-26,2018-09-01,19.2,2017-06-06,2017-06-06,0.14,0.215,0.285,1.025,1.501,0.45,2319,2319,100.0,,,,183.0,245.0,318.6,407.2,521.7,965,941,0.6336,0.0007,0.1509,0.2131,,0.6154,0.001,0.0579,0.3209,0.0007,,,1.0,,0.0393,,0.8902,0.42,0.363,0.964,77.6,50.67,41.5,53.5,9.6,13.37,6.56,322,2,0.41,183.0,31.6,0.322,0.859,0.0328,0.0,,,0.0,,,gdf;gmf
8001,Spey at Aberlour,2654.7,327785.0,843972.0,57.48022,-3.20598,Spey,Aberlour,78.6,SEPA-NW,234150,8,1938-01-01,1974,VA,390.0,,3.5,true,false,false,true,false,false,false,false,false,false,false,false,false,H,1938-10-01,1974-12-31,56.354,7.981,1955-08-25,1955-08-25,882.7,1970-08-17,1970-08-17,16.81,31.41,42.45,106.4,142.4,0.58,13241,12876,97.243,,,,78.9,238.7,436.7,760.0,1306.1,1195,1133,0.1645,0.0091,0.1486,0.6608,0.002,0.1524,0.0123,0.181,0.6426,0.0046,,0.018,0.971,0.011,0.0388,0.1345,0.5152,0.65,0.484,0.956,157.5,44.47,36.6,51.7,9.3,147.04,77.19,474,15,0.06,79.0,2645.62,0.874,0.976,0.0526,0.0006,,,0.0011,,,gdf;gmf;nmf;cmr;cdr;cdr-d
8002,Spey at Kinrara,1011.7,288099.0,808201.0,57.151,-3.85127,Spey,Kinrara,210.4,SEPA-NW,234257,8,1951-01-01,,VA,161.2,,5.0,true,true,false,true,false,false,false,true,false,false,false,false,false,H,1951-10-01,2021-09-30,23.042,2.425,1984-08-22,1984-08-30,285.8,1966-12-18,1966-12-18,6.041,11.29,15.84,46.08,65.6,0.55,25568,25568,100.0,1951-08-07,,159.163,210.0,284.8,516.0,812.1,1263.2,1340,1316,0.1031,0.0029,0.1054,0.7643,0.0013,0.086,0.0048,0.1713,0.7265,0.0037,,,1.0,,0.014,0.1659,0.4569,0.71,0.452,0.927,175.2,49.67,36.5,52.6,9.6,70.83,37.07,534,10,0.02,210.0,1008.91,0.966,0.824,0.0565,0.0003,,,0.0006,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8003,Spey at Ruthven Bridge,533.8,275900.0,799600.0,57.07065,-4.0485,Spey,Ruthven Bridge,221.0,SEPA-NW,,8,1951-01-01,1973,VA,100.0,,6.5,true,false,false,false,true,false,false,false,false,false,false,false,false,H,1951-10-01,1973-12-31,9.359,1.294,1955-08-30,1955-08-31,167.3,1966-12-17,1966-12-17,2.723,4.698,6.255,18.23,26.15,0.5,8128,8128,100.0,,,,223.7,293.8,477.5,791.9,1047.2,1392,1375,0.0813,0.0015,0.1201,0.7678,0.0012,0.0632,0.0025,0.2311,0.6952,0.0026,,,1.0,,,0.11,0.5151,0.73,0.424,0.954,177.5,50.37,38.0,53.8,9.8,51.98,27.57,511,134,0.01,223.7,532.25,0.879,0.809,0.0562,0.0003,,,0.0006,,,gdf;gmf;cmr;cdr;cdr-d
8004,Avon at Delnashaugh,542.8,318548.0,835197.0,57.39985,-3.35705,Avon,Delnashaugh,156.0,SEPA-NW,234198,8,1952-01-01,,VA,,,4.0,true,true,true,true,false,false,true,true,true,true,true,false,true,N,1952-10-01,2021-09-30,14.671,1.925,1955-02-17,1955-02-17,259.4,1970-08-17,1970-08-17,4.16,7.799,10.51,27.82,38.74,0.55,25202,25202,100.0,1952-08-03,,210.551,151.4,310.5,493.0,767.1,1306.1,1234,1108,0.1174,0.0023,0.1692,0.7001,0.0009,0.1099,0.0064,0.1609,0.7203,0.0007,,0.086,0.8599,0.054,0.0009,0.1574,0.4307,0.63,0.451,0.989,178.1,43.44,39.9,55.5,9.3,65.0,28.85,525,10,0.1,151.4,540.75,0.399,0.905,0.0257,0.0005,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8005,Spey at Boat of Garten,1267.8,294691.0,819208.0,57.25139,-3.74703,Spey,Boat of Garten,197.3,SEPA-NW,234168,8,1951-01-01,,VA,402.0,,9.0,true,true,true,true,false,false,false,true,false,true,false,false,true,H,1951-10-01,2021-09-30,29.657,3.842,2006-07-26,2006-07-26,348.1,1966-12-18,1966-12-18,8.656,16.16,21.79,56.99,78.47,0.58,25568,25568,100.0,1951-10-01,,172.75,199.1,264.4,497.5,814.3,1291.9,1307,1277,0.1397,0.0042,0.1016,0.7297,0.002,0.1218,0.0059,0.1562,0.7003,0.0052,,,1.0,,0.0437,0.1417,0.4485,0.7,0.47,0.917,174.2,47.64,36.4,52.5,9.5,88.23,47.44,522,348,0.04,199.1,1261.3,0.974,0.841,0.0589,0.0005,,,0.0011,,,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8006,Spey at Boat o Brig,2861.2,331850.0,851788.0,57.55104,-3.14039,Spey,Boat o Brig,43.1,SEPA-NW,234167,8,1952-01-01,,VA,730.8,,3.0,true,true,true,true,false,true,false,true,true,true,true,true,true,H,1952-10-01,2021-09-30,65.696,9.093,1955-08-08,1955-08-08,1031.0,1970-08-17,1970-08-17,19.36,36.3,50.3,125.4,165.9,0.59,25202,25202,100.0,1952-08-01,,506.597,43.3,229.1,420.6,749.7,1306.1,1183,1119,0.1806,0.0129,0.1563,0.6326,0.0025,0.1653,0.0172,0.1882,0.6174,0.005,,0.0214,0.9642,0.0143,0.038,0.1254,0.5324,0.63,0.485,0.959,156.9,43.98,36.8,51.6,9.2,162.27,87.36,460,17,0.06,43.4,2852.39,0.906,0.975,0.0525,0.0009,,,0.0013,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8007,Spey at Invertruim,400.4,268761.0,796425.0,57.04017,-4.16449,Spey,Invertruim,242.5,SEPA-NW,234248,8,1952-01-01,,VA,189.0,,8.0,true,true,false,true,false,false,false,true,false,false,false,false,false,H,1952-10-01,2021-09-30,6.078,0.012,1999-06-26,1999-08-12,200.4,1992-01-02,1992-01-02,1.567,2.964,3.801,10.61,16.91,0.51,25202,25126,99.698,1952-09-16,,105.847,234.9,308.4,483.2,789.6,1047.2,1445,1430,0.0941,0.0011,0.1105,0.7628,0.0001,0.0761,0.0008,0.2463,0.6701,0.0009,,,1.0,,,0.0829,0.489,0.75,0.411,0.945,181.3,51.15,39.5,55.6,10.0,41.37,21.76,518,312,0.03,234.9,401.74,0.808,0.805,0.0539,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8008,Tromie at Tromie Bridge,130.3,278926.0,799629.0,57.07172,-3.99864,Tromie,Tromie Bridge,240.0,SEPA-NW,234327,8,1952-10-01,2010-10-01,VA,151.7,,5.0,true,true,true,true,false,false,false,true,false,false,false,false,false,H,1952-10-01,2019-09-30,2.504,0.354,1955-08-04,1955-08-05,96.18,1990-02-04,1990-02-04,1.203,1.479,1.699,3.715,6.559,0.62,24471,21914,89.551,1952-09-08,,50.652,243.7,410.0,625.3,821.1,950.4,1450,1436,0.0345,,0.0472,0.8861,,0.0196,0.0007,0.0699,0.8956,0.0005,,,1.0,,,0.408,0.2245,0.72,0.448,0.898,211.8,53.49,38.0,56.7,10.1,29.5,18.71,622,7,0.1,244.3,131.61,0.497,0.792,0.0312,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8009,Dulnain at Balnaan Bridge,272.2,297722.0,824763.0,57.30196,-3.69912,Dulnain,Balnaan Bridge,223.7,SEPA-NW,234163,8,1952-01-01,,VA,100.0,,11.0,true,true,true,true,false,false,true,true,false,true,false,false,true,N,1952-10-01,2021-09-30,6.093,0.595,1995-08-21,1995-08-21,162.4,1966-12-17,1966-12-17,1.117,2.4,3.727,13.21,19.22,0.44,25202,24472,97.103,1952-10-01,,88.582,222.4,274.1,448.7,673.5,875.4,1056,1012,0.1445,0.0056,0.1302,0.7153,0.0001,0.14,0.0111,0.1548,0.6892,0.0036,,,1.0,,0.0144,0.2306,0.5758,0.68,0.498,0.994,117.9,46.63,33.1,46.8,9.1,44.15,21.22,461,94,0.19,222.6,272.2,0.576,0.677,0.0505,0.0002,,,0.0006,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8010,Spey at Grantown,1748.8,303282.0,826785.0,57.32133,-3.60767,Spey,Grantown,192.5,SEPA-NW,234229,8,1953-01-01,,VA,520.0,,5.0,true,true,true,true,false,false,false,true,false,false,true,false,false,H,1953-10-01,2021-09-30,38.497,5.887,2018-07-08,2018-07-08,480.4,1990-02-06,1990-02-06,10.77,20.52,28.66,74.81,101.1,0.58,24837,24837,100.0,1951-11-29,,240.878,190.7,253.5,464.2,783.3,1291.9,1235,1194,0.1574,0.006,0.1178,0.6989,0.0021,0.1422,0.0086,0.1639,0.6711,0.0057,,0.0006,0.9994,,0.0522,0.1471,0.4862,0.69,0.484,0.938,158.7,46.42,35.6,51.1,9.3,102.29,51.13,495,13,0.05,190.7,1745.84,0.958,0.835,0.0612,0.0005,,,0.0012,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8011,Livet at Minmore,104.0,320160.0,829003.0,57.34451,-3.32822,Livet,Minmore,215.1,SEPA-NW,234279,8,1981-01-01,,VA,45.0,,9.0,true,true,true,true,false,false,false,true,false,true,false,false,true,N,1978-04-12,2021-09-30,2.25,0.515,2003-08-08,2003-08-08,36.19,2005-11-26,2005-11-26,0.772,1.239,1.648,4.068,5.719,0.62,15878,15544,97.896,1981-03-25,,31.67,215.5,306.5,408.2,655.5,803.4,1141,1001,0.1475,0.0006,0.2869,0.5472,0.0003,0.1228,0.0071,0.2883,0.5808,0.0009,,0.0386,0.9612,0.0003,,0.0854,0.6201,0.63,0.449,1.0,168.4,41.99,37.0,50.4,9.0,22.22,11.38,445,333,0.17,215.8,102.78,0.322,0.734,0.0241,0.001,,,0.0001,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8013,Feshie at Feshie Bridge,231.0,284986.0,804711.0,57.1189,-3.90108,Feshie,Feshie Bridge,231.9,SEPA-NW,234217,8,1992-11,,VA,75.0,,8.0,true,true,true,true,false,false,true,true,false,false,false,false,false,N,1992-11-11,2021-09-30,7.753,0.876,1995-08-21,1995-08-21,121.5,1997-03-01,1997-03-01,1.844,3.564,5.221,15.71,22.51,0.48,10551,10185,96.531,1992-10-01,,116.085,236.0,327.2,619.5,913.6,1263.2,1351,1286,0.1259,,0.0347,0.8309,,0.1181,0.0012,0.0427,0.8347,0.0014,,,1.0,,0.0125,0.1839,0.3865,0.7,0.482,0.993,180.8,49.14,35.4,52.1,9.4,39.7,18.61,618,324,0.11,236.4,229.63,0.567,0.757,0.0408,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
8015,Fiddich at Auchindoun,44.5,335500.0,839950.0,57.44526,-3.07628,Fiddich,Auchindoun,177.5,SEPA-NW,234158,8,1991-06-01,2010-11-01,VA,,,10.6,true,false,false,false,false,false,false,false,false,false,false,false,false,N,1991-06-01,2010-09-20,1.008,0.207,2006-07-31,2006-07-31,35.37,2002-10-23,2002-10-23,0.294,0.492,0.661,1.789,2.762,0.55,7052,6656,94.385,,,,173.8,261.0,389.5,566.8,776.0,1229,1034,0.3652,0.011,0.1443,0.4722,0.0007,0.1849,0.0213,0.1633,0.6299,0.0006,,,1.0,,,,0.6115,0.61,0.387,0.998,190.6,46.32,38.4,52.0,9.0,19.31,9.27,401,342,0.19,173.8,43.84,0.199,0.646,0.0138,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
8016,Conglass Water at Auchriachan,40.8,317550.0,819120.0,57.2553,-3.36828,Conglass Water,Auchriachan,335.0,SEPA-NW,,8,1992-07-01,1995-08-31,VA,,,12.4,true,false,false,false,false,false,false,false,false,false,false,false,false,N,1992-08-01,1995-08-31,0.807,0.192,1994-08-22,1994-08-22,9.367,1993-01-16,1993-01-16,0.239,0.41,0.545,1.524,2.323,0.56,1126,1099,97.602,,,,322.9,386.6,503.4,659.8,794.2,1170,1045,0.1338,,0.2086,0.6526,0.0007,0.116,,0.1334,0.7505,0.0001,,0.3372,0.6628,,,0.3127,0.428,0.63,0.321,1.0,157.6,51.34,37.4,51.4,9.2,12.26,6.9,512,313,0.27,323.0,40.7,0.18,0.527,0.0138,0.0006,,,0.0003,,,gdf;gmf;cmr;cdr;cdr-d
8017,Burn of Carron at Dailuaine,15.2,323680.0,841545.0,57.45775,-3.27366,Burn of Carron,Dailuaine,100.0,SEPA-NW,,8,1991-01-01,1994-04-11,VA,,,17.5,true,false,false,false,false,false,false,false,false,false,false,false,false,EI,1991-01-14,1994-04-11,0.26,0.028,1991-09-13,1991-09-13,4.798,1993-01-16,1993-01-16,0.063,0.108,0.155,0.53,0.784,0.43,1184,1165,98.395,,,,96.3,188.2,269.1,475.5,735.1,892,902,0.2472,0.0486,0.2086,0.4819,0.0096,0.2698,0.0383,0.2292,0.4556,0.0071,,,1.0,,,,0.8274,0.56,0.518,0.979,125.3,34.19,37.0,48.0,8.9,7.85,3.98,302,345,0.47,96.3,15.85,0.256,0.938,0.023,0.0001,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
8018,Avon at Tomintoul,185.0,316151.0,817523.0,57.2407,-3.39092,Avon,Tomintoul,307.1,SEPA-NW,234325,8,1993-01-01,2003-10-31,VA,,,7.0,true,false,false,false,false,false,false,false,false,false,false,false,false,N,1993-01-04,2003-09-30,7.268,1.169,1995-08-21,1995-08-21,129.2,1995-09-09,1995-09-09,2.097,3.978,5.645,13.21,18.1,0.53,3922,3763,95.946,,,,308.0,477.9,660.5,964.8,1306.1,1434,1336,0.0198,,0.0411,0.9277,,0.0108,,0.0283,0.958,0.0003,,0.0338,0.8842,0.082,0.0021,0.2308,0.1766,0.63,0.445,0.973,207.2,46.17,44.6,64.1,9.8,40.39,18.91,686,35,0.17,308.2,208.22,0.394,0.912,0.0243,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
8021,Nethy at Forest Lodge,38.8,302232.0,816015.0,57.2244,-3.62084,Nethy,Forest Lodge,291.0,SEPA-NW,234220,8,1996-03-14,2008-07-31,VA,,,12.0,true,false,false,false,false,false,false,false,false,false,false,false,false,,1996-03-14,2008-03-31,1.285,0.244,2003-08-24,2003-08-24,37.95,1999-06-06,1999-06-06,0.394,0.702,0.976,2.166,2.918,0.62,4401,3609,82.004,,,,282.5,365.0,536.0,918.4,1232.7,1371,1258,0.1036,,0.0245,0.8687,,0.1078,,0.0523,0.8379,0.0003,,,1.0,,0.0631,0.0018,0.5045,0.63,0.432,0.986,227.8,49.49,40.6,59.3,9.7,16.24,8.26,588,355,0.25,283.4,38.22,0.424,0.671,0.0274,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
